structure,structure_smiles_canonical,structure_smiles_isomeric,structure_inchi,structure_inchikey,organism
http://www.wikidata.org/entity/Q27102041,CC(=C(CC(=O)O)C(=O)O)C(=O)O,C/C(=C(\CC(=O)O)/C(=O)O)/C(=O)O,"InChI=1S/C7H8O6/c1-3(6(10)11)4(7(12)13)2-5(8)9/h2H2,1H3,(H,8,9)(H,10,11)(H,12,13)/b4-3-",NUZLRKBHOBPTQV-ARJAWSKDSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27101838,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,"InChI=1S/C6H15O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h3-11H,1-2H2,(H2,12,13,14)/t3-,4-,5-,6-/m1/s1",GACTWZZMVMUKNG-KVTDHHQDSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27096376,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,C1[C@H]([C@@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,"InChI=1S/C9H16N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H,20,21)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8-/m1/s1",RGWHQCVHVJXOKC-GKROBHDKSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q55086394,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,,"InChI=1S/C11H7Cl2NO3/c12-5-4-6(14-11(5)13)10(17)9-7(15)2-1-3-8(9)16/h1-4,14-16H",JPGWTZORMBTNMF-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27225501,C1C=CC(C2C1=NC3=C(C=CC=C3N2)C(=O)O)C(=O)O,C1C=C[C@H]([C@H]2C1=NC3=C(C=CC=C3N2)C(=O)O)C(=O)O,"InChI=1S/C14H12N2O4/c17-13(18)7-3-1-5-9-11(7)16-10-6-2-4-8(14(19)20)12(10)15-9/h1-5,8,12,15H,6H2,(H,17,18)(H,19,20)/t8-,12+/m1/s1",CUYPWOPOBAHCCE-PELKAZGASA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27138911,C1=CC=C(C(=C1)C2=NC(CO)(CS2)[H])O,C1=CC=C(C(=C1)C2=N[C@](CO)(CS2)[H])O,"InChI=1S/C10H11NO2S/c12-5-7-6-14-10(11-7)8-3-1-2-4-9(8)13/h1-4,7,12-13H,5-6H2/t7-/m1/s1",CQCVSXXDUMTFCR-SSDOTTSWSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104939540,OC=1C=CC=CC1C2=NC(=CS2)CO,,"InChI=1S/C10H9NO2S/c12-5-7-6-14-10(11-7)8-3-1-2-4-9(8)13/h1-4,6,12-13H,5H2",BOSGDCHVRSIZSY-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q150744,CCCCCCCCCCCC,,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104394560,CC(O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(N)=O)cc3cc(O)c(=O)cc-3n21)C(=O)NC(C(=O)NC(CCCCNC=O)C(=O)NC1CCCN(O)C1=O)C(C)O,C[C@@H](O)[C@H](NC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H]1CCNc2c(NC(=O)CCC(N)=O)cc3cc(O)c(=O)cc-3n21)C(=O)N[C@H](C(=O)N[C@@H](CCCCNC=O)C(=O)N[C@@H]1CCCN(O)C1=O)[C@@H](C)O,"InChI=1S/C55H84N18O21/c1-27(78)43(52(90)65-30(8-3-4-15-59-25-76)46(84)66-33-11-7-19-72(94)54(33)92)70-53(91)44(28(2)79)69-48(86)32(10-6-18-71(93)26-77)64-49(87)35(23-74)67-47(85)31(9-5-16-61-55(57)58)63-50(88)36(24-75)68-51(89)37-14-17-60-45-34(62-42(83)13-12-41(56)82)20-29-21-39(80)40(81)22-38(29)73(37)45/h20-22,25-28,30-33,35-37,43-44,60,74-75,78-80,93-94H,3-19,23-24H2,1-2H3,(H2,56,82)(H,59,76)(H,62,83)(H,63,88)(H,64,87)(H,65,90)(H,66,84)(H,67,85)(H,68,89)(H,69,86)(H,70,91)(H4,57,58,61)/t27-,28-,30+,31+,32+,33-,35-,36-,37+,43+,44+/m1/s1",HHNRZTHSVKSURP-KJBDUEPGSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27098191,CC(C)(C(C(=O)O)O)O,,"InChI=1S/C5H10O4/c1-5(2,9)3(6)4(7)8/h3,6,9H,1-2H3,(H,7,8)",JTEYKUFKXGDTEU-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q44073885,CC(C(C(=O)O)N)O,C[C@@H]([C@H](C(=O)O)N)O,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m0/s1",AYFVYJQAPQTCCC-STHAYSLISA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27135674,CN1C(CSC1(C2(CSC(C3=CC=CC=C3O)=N2)[H])[H])(C(=O)O)[H],CN1[C@@](CS[C@@]1([C@]2(CSC(C3=CC=CC=C3O)=N2)[H])[H])(C(=O)O)[H],"InChI=1S/C14H16N2O3S2/c1-16-10(14(18)19)7-21-13(16)9-6-20-12(15-9)8-4-2-3-5-11(8)17/h2-5,9-10,13,17H,6-7H2,1H3,(H,18,19)/t9-,10+,13-/m1/s1",NYBZAGXTZXPYND-GBIKHYSHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27137780,CC(C)C1C(=O)N2CCCC2C(=O)N1,CC(C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N1,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8-/m0/s1",XLUAWXQORJEMBD-YUMQZZPRSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q75064784,O=C1OC2CC(O)(C)C3CC4(C)CCC(O)(C(C)CCC=C(C)C)C4CC=C1C23,CC(C)=CCC[C@H](C)[C@@]1(O)CC[C@]2(C)C[C@H]3[C@H]4/C(=C\C[C@@H]12)C(=O)O[C@H]4C[C@@]3(C)O,"InChI=1S/C25H38O4/c1-15(2)7-6-8-16(3)25(28)12-11-23(4)13-18-21-17(9-10-20(23)25)22(26)29-19(21)14-24(18,5)27/h7,9,16,18-21,27-28H,6,8,10-14H2,1-5H3/b17-9+/t16-,18-,19-,20+,21+,23+,24+,25-/m0/s1",QQIDJUCXUQXXFU-MIOWFVLLSA-N,Pseudomonas aeruginosa
