spectrum
splash10-006t-2590000000-e30f07de2f36eafa7424
MSBNK-Eawag-EQ369601
MSBNK-Eawag-EQ369602
MSBNK-Eawag-EQ369603
MSBNK-Eawag-EQ369604
MSBNK-Eawag-EQ369605
MSBNK-Eawag-EQ369606
MSBNK-Eawag-EQ369607
MSBNK-Eawag-EQ369608
MSBNK-Eawag-EQ369609
MSBNK-Eawag-EQ369651
MSBNK-Eawag-EQ369652
MSBNK-Eawag-EQ369653
MSBNK-Eawag-EQ369654
MSBNK-Eawag-EQ369655
MSBNK-Eawag-EQ369656
MSBNK-Eawag-EQ369657
MSBNK-Eawag-EQ369658
MSBNK-Eawag-EQ369659
MSBNK-Fac_Eng_Univ_Tokyo-JP000265
MSBNK-Fac_Eng_Univ_Tokyo-JP009463
MSBNK-Fac_Eng_Univ_Tokyo-JP009464
MSBNK-Fac_Eng_Univ_Tokyo-JP009759
MSBNK-Athens_Univ-AU238262
MSBNK-BGC_Munich-RP017001
MSBNK-BGC_Munich-RP017002
MSBNK-BGC_Munich-RP017003
MSBNK-BGC_Munich-RP017011
MSBNK-BGC_Munich-RP017012
MSBNK-BGC_Munich-RP017013
MSBNK-BGC_Munich-RP018401
MSBNK-BGC_Munich-RP018402
MSBNK-BGC_Munich-RP018403
MSBNK-Fac_Eng_Univ_Tokyo-JP011792
MSBNK-Fac_Eng_Univ_Tokyo-JP011901
MSBNK-BGC_Munich-RP018701
MSBNK-BGC_Munich-RP018702
MSBNK-Fac_Eng_Univ_Tokyo-JP012160
MSBNK-BGC_Munich-RP018703
MSBNK-BGC_Munich-RP018711
MSBNK-BGC_Munich-RP018712
MSBNK-BGC_Munich-RP019001
MSBNK-BGC_Munich-RP019002
MSBNK-BGC_Munich-RP019003
MSBNK-Keio_Univ-KO003337
MSBNK-Keio_Univ-KO003338
MSBNK-Keio_Univ-KO003339
MSBNK-Keio_Univ-KO003340
MSBNK-Keio_Univ-KO003341
MSBNK-GL_Sciences_Inc-GLS00027
MSBNK-Metabolon-MT000010
MSBNK-Nihon_Univ-NU000191
MSBNK-Nihon_Univ-NU000192
MSBNK-Nihon_Univ-NU000193
MSBNK-Nihon_Univ-NU000194
MSBNK-Nihon_Univ-NU000195
MSBNK-Osaka_Univ-OUF00112
MSBNK-RIKEN-PR100737
MSBNK-RIKEN-PR100738
MSBNK-UFZ-UF415351
MSBNK-UFZ-UF415352
MSBNK-UFZ-UF415353
MSBNK-UFZ-UF415354
MSBNK-UFZ-UF422951
MSBNK-UFZ-UF422952
MSBNK-UFZ-UF422953
MSBNK-UFZ-UF422954
MSBNK-Univ_Toyama-TY000180
MSBNK-BS-BS003127
MSBNK-BS-BS003128
MSBNK-Fac_Eng_Univ_Tokyo-JP006878
MSBNK-Fac_Eng_Univ_Tokyo-JP007039
MSBNK-Fac_Eng_Univ_Tokyo-JP005756
MSBNK-Fac_Eng_Univ_Tokyo-JP007686
MSBNK-Keio_Univ-KO001003
MSBNK-Keio_Univ-KO001004
MSBNK-Keio_Univ-KO001005
MSBNK-Keio_Univ-KO001006
MSBNK-Keio_Univ-KO001007
MSBNK-Keio_Univ-KO000461
MSBNK-Keio_Univ-KO000462
MSBNK-Keio_Univ-KO000463
MSBNK-Keio_Univ-KO000464
MSBNK-Keio_Univ-KO000465
MSBNK-Keio_Univ-KO000495
MSBNK-Keio_Univ-KO000496
MSBNK-Keio_Univ-KO000497
MSBNK-Keio_Univ-KO000498
MSBNK-Keio_Univ-KO000499
MSBNK-Waters-WA000472
MSBNK-Waters-WA000473
MSBNK-Waters-WA000474
MSBNK-Waters-WA000475
MSBNK-RIKEN-PR309342
MSBNK-BGC_Munich-RP001001
MSBNK-BGC_Munich-RP001002
MSBNK-BGC_Munich-RP001003
MSBNK-BGC_Munich-RP001011
