ID1,ID2,EdgeType,Score,Annotation
7082,7084,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98215
7088,7091,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95524
7092,7097,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98206
7094,7103,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95538
7094,7118,MS1 annotation,3,[M-H+2Na]+ [M+NH4]+ dm/z=26.9373
7098,7099,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95617
7123,7132,MS1 annotation,7,[2M+NH4]+ [M+Na]+ dm/z=527.4052
7123,7126,MS1 annotation,7,[2M+2H]+2 [M+Na]+ dm/z=21.98213
7124,7129,MS1 annotation,7,[M+K]+ [2M-H+2Na]+ dm/z=538.36851
7124,7126,MS1 annotation,7,[M+H]+ [2M-H+2Na]+ dm/z=576.32348
7126,7129,MS1 annotation,7,[M+K]+ [M+H]+ dm/z=37.95497
7126,7132,MS1 annotation,7,[2M+NH4]+ [M+H]+ dm/z=549.38732
7126,7138,MS1 annotation,7,[2M+Na]+ [M+H]+ dm/z=554.34218
7126,7129,MS1 annotation,7,[M+K]+ [2M+2H]+2 dm/z=37.95497
7129,7132,MS1 annotation,7,[2M+NH4]+ [M+K]+ dm/z=511.43235
7129,7138,MS1 annotation,7,[2M+Na]+ [M+K]+ dm/z=516.38721
7130,7136,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02655
7130,7133,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03742
7147,7148,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=359.32108
7148,7150,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.9817
7191,7197,MS1 annotation,5,[M+NH4]+ [M-H+2Na]+ dm/z=26.93629
7191,7192,MS1 annotation,5,[2M+NH4]+ [M-H+2Na]+ dm/z=679.51246
7191,7196,MS1 annotation,5,[M+H]+ [M-H+2Na]+ dm/z=43.96355
7192,7198,MS1 annotation,5,[M+Na]+ [2M+NH4]+ dm/z=701.49416
7192,7196,MS1 annotation,5,[M+H]+ [2M+NH4]+ dm/z=723.47601
7194,7199,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02645
7196,7198,MS1 annotation,5,[M+Na]+ [M+H]+ dm/z=21.98186
7196,7197,MS1 annotation,5,[M+NH4]+ [M+H]+ dm/z=17.02726
7203,7209,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95529
7251,7253,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95557
7472,7476,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.9551
7472,7475,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98196
7507,7515,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02657
7507,7515,MS1 annotation,2,[M+NH4]+ [2M+2H]+2 dm/z=17.02657
7580,7610,MS1 annotation,2,[M+NH4]+ [2M+H]+ dm/z=96.47379
7588,7630,MS1 annotation,2,[2M+H]+ [M+NH4]+ dm/z=149.92564
